job_title,posting_date,company_name,location,seniority_level,employment_type,job_function,industries,experience,skills
Data Scientist,2023-04-01,Agoda,"Tel Aviv-Yafo, Tel Aviv District, Israel",Mid-Senior level,Full-time,Engineering and Information Technology,"Technology, Information and Internet",3+,"visualization, algorithms, Python, analysis, English, mathematics, SQL, Coding, ML, economics, Pandas, Tableau, statistics, Scala, R"
Data Analyst,2023-04-11,Moon Active,"Tel Aviv-Yafo, Tel Aviv District, Israel",Mid-Senior level,Full-time,Information Technology,Computer Games,3+,"mathematics, Python, Economics, Statistics, analysis, Industrial, SQL, R"
Data Scientist,2023-04-07,GE HealthCare,"Haifa, Haifa District, Israel",Mid-Senior level,Full-time,Engineering and Information Technology,"Medical Equipment Manufacturing, Hospitals and Health Care, and Pharmaceutical Manufacturing",Unknown,"ML, analysis, Computer-Vision, DL"
Data Engineer,2023-04-10,Lili,"Tel Aviv-Yafo, Tel Aviv District, Israel",Associate,Full-time,"Analyst, Engineering, and Information Technology",Software Development and Financial Services,3+,"Python, DWH, ML, Industrial, ETL, SQL, Airflow"
Data Analyst,2023-04-07,Houlihan Lokey,"Tel Aviv-Yafo, Tel Aviv District, Israel",Entry level,Full-time,Finance and Sales,Investment Banking,Unknown,"reports, English, analyze, analysis, Hebrew, Excel, marketing"
Data Analyst,2023-04-08,Amdocs,"Raanana, Center District, Israel",Entry level,Full-time,Finance and Sales,Software Development,5+,analysis
Data Analyst,2023-04-10,SafeUP - Women's Safety Net,"Tel Aviv District, Israel",Full-time,Unknown,Unknown,Unknown,3+,"C, Python, English, analysis, AB, R, QA, SQL, dashboards, PowerBI, BigQuery"
Data Analyst,2023-04-11,Tomorrow.io,"Tel Aviv-Yafo, Tel Aviv District, Israel",Mid-Senior level,Full-time,"Research, Analyst, and Information Technology","Technology, Information and Internet",4+,Saas
Data Analyst,2023-04-12,Crossover,"Tel Aviv-Yafo, Tel Aviv District, Israel",Mid-Senior level,Full-time,Accounting/Auditing and Finance,"Banking, Financial Services, and Accounting",5+,"dashboards, cloud"
Data Scientist,2023-04-07,Fingerprint for Success (F4S),"Tel Aviv-Yafo, Tel Aviv District, Israel",Mid-Senior level,Full-time,Engineering and Information Technology,Software Development,Unknown,"excel, R, Athena"
Data Scientist,2023-04-08,Eggmented Reality - Fermenting Functionality,"Kiryat Shmona, North District, Israel",Full-time,Unknown,Unknown,Unknown,Unknown,analysis
Data Engineer,2023-04-10,Zesty,"Tel Aviv-Yafo, Tel Aviv District, Israel",Mid-Senior level,Full-time,Information Technology,Software Development,Unknown,"MLflow, AWS, Scala, Databricks, Kafka, SQL, DynamoDB, GCP, Snowflake, Azure, MySQL, cloud, Kubernetes, pipelines, NoSQL, Elasticsearch, Java, Airflow, BigData, Spark, Python, Postgres, Athena, programming"
ML/AI Engineer,2023-04-12,Fujitsu,"Tel Aviv District, Israel",Mid-Senior level,Full-time,Information Technology,IT Services and IT Consulting,Unknown,"Python, Java, ML, programming, R, AI, industrial"
Data Analyst,2023-04-12,Crossover,"Tel Aviv-Yafo, Tel Aviv District, Israel",Mid-Senior level,Full-time,"Accounting/Auditing, Business Development, and Finance","Banking, Financial Services, and Accounting",5+,"dashboards, cloud"
BI Developer,2023-04-08,Moon Active,"Tel Aviv-Yafo, Tel Aviv District, Israel",Mid-Senior level,Full-time,Information Technology,Computer Games,2+,"Snowflake, Redshift, Python, DWH, ETL, Tableau, Looker, QlikView, SQL, visualization, PowerBI, BigQuery, Airflow"
Data Analyst,2023-04-08,HoneyBook,"Tel Aviv-Yafo, Tel Aviv District, Israel",Mid-Senior level,Full-time,Information Technology,Software Development,5+,"reports, analyze, Tableau, Looker, SQL, visualization, marketing"
Data Analyst,2023-04-08,Tipalti,"Tel Aviv-Yafo, Tel Aviv District, Israel",Mid-Senior level,Full-time,Information Technology,Software Development,3+,"English, Python, dashboard, Statistics, Industrial, SQL, PowerBI"
BI Developer,2023-04-12,ThriveDX Labs,"Ramat Gan, Tel Aviv District, Israel",Mid-Senior level,Full-time,Information Technology,"Technology, Information and Internet",3+,"Python, English, API, SQL, Saas"
BI Developer,2023-04-11,Ethosia,"Tel Aviv District, Israel",Associate,Full-time,Analyst,Software Development,4+,"numpy, DWH, Marketing, Pandas, Talend, Tableau, ETL, Looker, SQL, python, PowerBI"
Data Engineer,2023-04-10,Confidential,"Center District, Israel",Mid-Senior level,Full-time,Information Technology,IT Services and IT Consulting,Unknown,"API, PowerBI, Pipelines, pipelines, BigData"
Data Analyst,2023-04-07,Cronos Group,"Ramat Gan, Tel Aviv District, Israel",Mid-Senior level,Full-time,Finance and Sales,Manufacturing,2+,"English, Economics, Excel, visualization, PowerBI"
Data Engineer,2023-04-10,Log-On Software,Jerusalem,Full-time,Unknown,Unknown,Unknown,Unknown,"API, python, SQL, PowerBI, Pipelines, pipelines, BigData, pipeline"
Data Engineer,2023-04-11,NielsenIQ,"Yoqneam Illit, North District, Israel",Mid-Senior level,Full-time,Engineering and Information Technology,Information Services,4+,"Python, Java, English, Hebrew, Scala, DB, Database, Kafka, SQL, Kubernetes, Cloud, PowerBI, BigData, Spark"
Data Analyst,2023-04-06,Wix,"Tel Aviv-Yafo, Tel Aviv District, Israel",Mid-Senior level,Full-time,Information Technology,"Software Development and Technology, Information and Internet",3+,"reports, C, mathematics, Python, analyze, analysis, Tableau, statistics, economics, Excel, SQL, visualization, R"
Data Engineer,2023-04-11,Tal Head Hunting,"Tel Aviv District, Israel",Full-time,Unknown,Unknown,Unknown,Unknown,"MLflow, AWS, Scala, Databricks, Kafka, SQL, DynamoDB, GCP, Snowflake, Azure, MySQL, cloud, Kubernetes, pipelines, NoSQL, Elasticsearch, Java, Airflow, BigData, Spark, Python, Postgres, Athena, programming"
Data Scientist,2023-04-10,Earnix,"Ramat Gan, Tel Aviv District, Israel",Mid-Senior level,Full-time,Engineering and Research,Software Development,8+,"AWS, MLOps, analysis, Scala, excel, statistics, algorithms, C, Java, Statistics, ML, DL, AI, R, BigData, Python, Economics, English, programming, marketing"
Data Engineer,2023-04-11,Experis Israel,"Yaqum, Center District, Israel",Mid-Senior level,Full-time,Manufacturing,IT Services and IT Consulting,5+,"Elasticsearch, AWS, Coding, Athena, MySQL, Server, Oracle, cloud, SQL, BigData, NoSQL"
Data Analyst,2023-04-10,Seeking Alpha,"Raanana, Center District, Israel",Mid-Senior level,Full-time,Information Technology,"Financial Services, Media Production, and Investment Management",4+,"C, English, analysis, Tableau, Looker, SQL, visualization, PowerBI"
Data Engineer,2023-04-07,Melio,"Tel Aviv-Yafo, Tel Aviv District, Israel",Mid-Senior level,Full-time,Information Technology,Financial Services,6+,"Snowflake, Azure, AWS, Python, Kinesis, ML, DWH, ETL, cloud, Spark, Kafka, SQL, pipelines, GCP, BigQuery, Apache, NoSQL"
Data Analyst,2023-04-09,Plarium,"Herzliya, Tel Aviv District, Israel",Mid-Senior level,Full-time,Analyst and Management,Computer Games,2+,"Python, English, Mathematics, Economics, Statistics, Tableau, statistics, Excel, SQL, visualization"
ML/AI Engineer,2023-04-11,DRW,"Tel Aviv-Yafo, Tel Aviv District, Israel",Mid-Senior level,Full-time,"Finance, Information Technology, and Engineering","IT Services and IT Consulting, Capital Markets, and Financial Services",5+,"algorithms, C, Python, ML, analysis, programming, visualization, BigData"
Data Scientist,2023-04-07,Amazon,"Tel Aviv-Yafo, Tel Aviv District, Israel",Internship,Full-time,"Research, Science, and Engineering","IT Services and IT Consulting, Software Development, and Technology, Information and Internet",Unknown,"algorithms, C, Python, Java, Statistics, ML, analysis, programming, mining"
ML/AI Engineer,2023-04-06,Amazon Web Services (AWS),"Tel Aviv-Yafo, Tel Aviv District, Israel",Mid-Senior level,Full-time,"Research, Science, and Engineering","IT Services and IT Consulting, Software Development, and Technology, Information and Internet",Unknown,"AWS, ML, c, cloud, AI, Cloud, pipeline"
Data Engineer,2023-04-10,Next Insurance,"Kfar Sava, Center District, Israel",Associate,Full-time,Engineering and Analyst,Software Development and Insurance,4+,"AWS, Kinesis, Presto, Server, Vertica, Oracle, Hadoop, SQL, Snowflake, Redshift, MySQL, C, java, Bigquery, Cloud, Airflow, Hive, Spark, Python, Athena, Programming"
Data Engineer,2023-04-11,Tremor International Ltd.,"Tel Aviv-Yafo, Tel Aviv District, Israel",Entry level,Full-time,Engineering and Information Technology,Advertising Services,3+,"Java, ETL, Kafka, Hadoop, SQL, Kubernetes, DBs, Pipelines, Spark"
ML/AI Engineer,2023-04-06,Intel Corporation,"Petah Tikva, Center District, Israel",Internship,Internship,Education and Training,Semiconductor Manufacturing,Unknown,"algorithms, SciKit-Learn, Python, analyze, DL, ML, html, programming, statistics, AI, Spark"
Data Engineer,2023-04-11,HP,"Nes Ziona, Center District, Israel",Mid-Senior level,Full-time,Engineering and Information Technology,"IT Services and IT Consulting, Computer Hardware Manufacturing, and Software Development",5+,"database, analysis, Databricks, cloud, PowerBI, BigData"
Data Analyst,2023-04-10,JFrog,"Tel Aviv-Yafo, Tel Aviv District, Israel",Mid-Senior level,Full-time,"Research, Analyst, and Information Technology",Software Development,6+,"Mathematics, Economics, English, Tableau, SQL, visualization, PowerBI"
Data Scientist,2023-04-12,Pendo.io,"Herzliya, Tel Aviv District, Israel",Mid-Senior level,Full-time,Engineering and Information Technology,Software Development,Unknown,"algorithms, Python, DL, ML, coding, pipelines, Spark"
BI Developer,2023-04-12,HiBob,"Tel Aviv-Yafo, Tel Aviv District, Israel",Mid-Senior level,Full-time,"Research, Analyst, and Information Technology",IT System Custom Software Development,Unknown,
Data Engineer,2023-04-08,Melio,"Tel Aviv-Yafo, Tel Aviv District, Israel",Entry level,Full-time,Information Technology,Financial Services,5+,"Snowflake, Azure, AWS, Python, Kinesis, ML, DWH, ETL, cloud, Spark, Kafka, SQL, pipelines, GCP, BigQuery, Apache, NoSQL"
Data Analyst,2023-04-09,HiBob,"Tel Aviv-Yafo, Tel Aviv District, Israel",Mid-Senior level,Full-time,Information Technology,IT System Custom Software Development,Unknown,
Data Analyst,2023-04-06,Gong,"Tel Aviv-Yafo, Tel Aviv District, Israel",Mid-Senior level,Full-time,"Research, Analyst, and Information Technology",Software Development,4+,"visualization, Python, analyze, analysis, Tableau, programming, Excel, SQL, dashboards"
Data Analyst,2023-04-07,Agoda,"Tel Aviv-Yafo, Tel Aviv District, Israel",Associate,Full-time,Information Technology,"Technology, Information and Internet",4+,"analysis, AB, Tableau, SQL, python, mining, sql, tableau, statistics, ML, r, R, Python, English, server, programming, VBA, visualization, marketing, PowerBI"
Data Analyst,2023-04-11,Teva Pharmaceuticals,"Netanya, Center District, Israel",Associate,Full-time,"Analyst, Strategy/Planning, and Project Management",Pharmaceutical Manufacturing,4+,English
Data Engineer,2023-04-06,NI (National Instruments),"Holon, Tel Aviv District, Israel",Associate,Full-time,Information Technology,"Appliances, Electrical, and Electronics Manufacturing and Software Development",3+,"database, AWS, Azure, DWH, Linux, MySQL, programming, ETL, Vertica, Oracle, cloud, SQL, DBA"
Data Analyst,2023-04-07,Agoda,"Tel Aviv-Yafo, Tel Aviv District, Israel",Associate,Full-time,"Research, Analyst, and Information Technology","Technology, Information and Internet",4+,"analysis, AB, Tableau, SQL, python, mining, sql, tableau, statistics, ML, r, R, Python, English, server, programming, VBA, visualization, marketing, PowerBI"
ML/AI Engineer,2023-04-12,Intuit,"Petah Tikva, Center District, Israel",Mid-Senior level,Full-time,Engineering and Information Technology,Software Development,Unknown,"algorithms, Github, Python, Java, Cloud, AWS, ML, Pandas, Keras, Scala, Git, Docker, SQL, NLTK, Numpy, pipelines, Hive, Spark"
Data Analyst,2023-04-10,Akamai Technologies,"Tel Aviv-Yafo, Tel Aviv District, Israel",Not Applicable,Full-time,Information Technology,"Software Development, Computer Networking Products, and Technology, Information and Internet",4+,"English, Python, Hebrew, programming, cloud, SQL, flourish"
Data Engineer,2023-04-11,Ethosia,"Tel Aviv District, Israel",Mid-Senior level,Full-time,"Engineering, Analyst, and Information Technology",Software Development,Unknown,"Python, numpy, Athena, Pandas, Tableau, cloud, Looker, coding, Jupyter, Kubernetes, visualization, marketing, Pyspark, PowerBI, BigData"
Data Engineer,2023-04-12,Pinecone,"Tel Aviv-Yafo, Tel Aviv District, Israel",Mid-Senior level,Full-time,Engineering and Information Technology,Software Development,5+,"C, Azure, AWS, Snowflake, programming, Databricks, cloud, GCP"
Data Engineer,2023-04-12,Dynamic Yield,"Tel Aviv-Yafo, Tel Aviv District, Israel",Mid-Senior level,Full-time,Engineering and Information Technology,Software Development,5+,"Python, Java, AWS, programming, Scala, Kafka, cloud, Redis, Docker, Kubernetes, NoSQL, BigData, Spark"
Data Analyst,2023-04-07,Agoda,"Tel Aviv-Yafo, Tel Aviv District, Israel",Associate,Full-time,Business Development and Sales,"Technology, Information and Internet",4+,"analysis, AB, Tableau, SQL, python, mining, sql, tableau, statistics, ML, r, R, Python, English, server, programming, VBA, visualization, marketing, PowerBI"
Data Engineer,2023-04-08,DriveNets,"Center District, Israel",Mid-Senior level,Full-time,Engineering and Information Technology,Software Development,5+,"Docker, Kubernetes"
Data Analyst,2023-04-07,Agoda,"Tel Aviv-Yafo, Tel Aviv District, Israel",Associate,Full-time,Marketing and Sales,"Technology, Information and Internet",4+,"analysis, AB, Tableau, SQL, python, mining, sql, tableau, statistics, ML, r, R, Python, English, server, programming, VBA, visualization, marketing, PowerBI"
Data Engineer,2023-04-09,Agoda,"Tel Aviv-Yafo, Tel Aviv District, Israel",Mid-Senior level,Full-time,Information Technology,"Technology, Information and Internet",5+,"Python, Java, Linux, Scala, coding, Hadoop, SQL, BigData, Apache, Spark"
Data Scientist,2023-04-06,GE HealthCare,"Haifa, Haifa District, Israel",Mid-Senior level,Full-time,Engineering and Information Technology,"Medical Equipment Manufacturing, Hospitals and Health Care, and Pharmaceutical Manufacturing",Unknown,"ML, analysis, Computer-Vision, DL"
Data Analyst,2023-04-07,Amdocs,"Raanana, Center District, Israel",Entry level,Full-time,Finance and Sales,Software Development,5+,analysis
BI Developer,2023-04-11,ThriveDX Labs,"Ramat Gan, Tel Aviv District, Israel",Mid-Senior level,Full-time,Information Technology,"Technology, Information and Internet",3+,"Python, English, API, SQL, Saas"
BI Developer,2023-04-10,Ethosia,"Tel Aviv District, Israel",Associate,Full-time,Analyst,Software Development,4+,"numpy, DWH, Marketing, Pandas, Talend, Tableau, ETL, Looker, SQL, python, PowerBI"
Data Analyst,2023-04-11,Wix,"Tel Aviv-Yafo, Tel Aviv District, Israel",Mid-Senior level,Full-time,Information Technology,"Software Development and Technology, Information and Internet",3+,"reports, C, mathematics, Python, analyze, analysis, Tableau, statistics, economics, Excel, SQL, visualization, R"
Data Engineer,2023-04-10,Tal Head Hunting,"Tel Aviv District, Israel",Full-time,Unknown,Unknown,Unknown,Unknown,"MLflow, AWS, Scala, Databricks, Kafka, SQL, DynamoDB, GCP, Snowflake, Azure, MySQL, cloud, Kubernetes, pipelines, NoSQL, Elasticsearch, Java, Airflow, BigData, Spark, Python, Postgres, Athena, programming"
Data Analyst,2023-04-09,Seeking Alpha,"Raanana, Center District, Israel",Mid-Senior level,Full-time,Information Technology,"Financial Services, Media Production, and Investment Management",4+,"C, English, analysis, Tableau, Looker, SQL, visualization, PowerBI"
Data Engineer,2023-04-06,Melio,"Tel Aviv-Yafo, Tel Aviv District, Israel",Mid-Senior level,Full-time,Information Technology,Financial Services,6+,"Snowflake, Azure, AWS, Python, Kinesis, ML, DWH, ETL, cloud, Spark, Kafka, SQL, pipelines, GCP, BigQuery, Apache, NoSQL"
Data Engineer,2023-04-10,Tremor International Ltd.,"Tel Aviv-Yafo, Tel Aviv District, Israel",Entry level,Full-time,Engineering and Information Technology,Advertising Services,3+,"Java, ETL, Kafka, Hadoop, SQL, Kubernetes, DBs, Pipelines, Spark"
ML/AI Engineer,2023-04-11,Intel Corporation,"Petah Tikva, Center District, Israel",Internship,Internship,Education and Training,Semiconductor Manufacturing,Unknown,"algorithms, SciKit-Learn, Python, analyze, DL, ML, html, programming, statistics, AI, Spark"
Data Engineer,2023-04-07,Melio,"Tel Aviv-Yafo, Tel Aviv District, Israel",Entry level,Full-time,Information Technology,Financial Services,5+,"Snowflake, Azure, AWS, Python, Kinesis, ML, DWH, ETL, cloud, Spark, Kafka, SQL, pipelines, GCP, BigQuery, Apache, NoSQL"
